time_period_start,time_period_end,price_open,price_high,price_low,price_close,volume_traded,trades_count
2022-03-11T06:00:00.0000000Z,2022-03-11T12:00:00.0000000Z,38771.5,40219.34,38676.69,39893.68,16584.04869,339630
2022-03-11T12:00:00.0000000Z,2022-03-11T18:00:00.0000000Z,39894.08,40236.26,38577,38815.8,20324.38866,404221
2022-03-11T18:00:00.0000000Z,2022-03-12T00:00:00.0000000Z,38815.79,39177.48,38308.83,38729.57,8929.66664,230819
2022-03-12T00:00:00.0000000Z,2022-03-12T06:00:00.0000000Z,38729.57,39327.99,38660.52,39170.82,5648.79887,168079
2022-03-12T06:00:00.0000000Z,2022-03-12T12:00:00.0000000Z,39170.82,39284.46,38957.47,39079.16,4929.25647,149685
2022-03-12T12:00:00.0000000Z,2022-03-12T18:00:00.0000000Z,39079.17,39486.71,38678.22,39099.58,9305.5646,222853
2022-03-12T18:00:00.0000000Z,2022-03-13T00:00:00.0000000Z,39099.59,39210,38730.67,38807.36,4150.74438,131116
2022-03-13T00:00:00.0000000Z,2022-03-13T06:00:00.0000000Z,38807.35,39310,38703.73,39122.07,4512.47939,148462
2022-03-13T06:00:00.0000000Z,2022-03-13T12:00:00.0000000Z,39122.06,39200,38601.81,38741.12,7057.13326,175261
2022-03-13T12:00:00.0000000Z,2022-03-13T18:00:00.0000000Z,38741.13,39074.93,38370,38944.98,10156.08052,239372
2022-03-13T18:00:00.0000000Z,2022-03-14T00:00:00.0000000Z,38944.97,39067,37578.51,37777.34,11061.94621,278551
2022-03-14T00:00:00.0000000Z,2022-03-14T06:00:00.0000000Z,37777.35,38921,37555,38468.03,11209.38706,253197
2022-03-14T06:00:00.0000000Z,2022-03-14T12:00:00.0000000Z,38468.02,39299.98,38458.96,38897.64,11264.05449,254322
2022-03-14T12:00:00.0000000Z,2022-03-14T18:00:00.0000000Z,38897.64,39174.79,38552.23,38736.43,12539.48608,313785
2022-03-14T18:00:00.0000000Z,2022-03-15T00:00:00.0000000Z,38736.42,39947.12,38415.4,39671.37,11932.52612,293595
2022-03-15T00:00:00.0000000Z,2022-03-15T06:00:00.0000000Z,39671.37,39804.68,38636.7,38755.98,8890.36082,220872
2022-03-15T06:00:00.0000000Z,2022-03-15T12:00:00.0000000Z,38755.99,38990.61,38098.33,38645.01,10500.0349,225388
2022-03-15T12:00:00.0000000Z,2022-03-15T18:00:00.0000000Z,38645.01,39400,38465.7,39296.21,14762.77858,315535
2022-03-15T18:00:00.0000000Z,2022-03-16T00:00:00.0000000Z,39296.2,39887.61,39182.99,39280.33,11860.40405,298611
2022-03-16T00:00:00.0000000Z,2022-03-16T06:00:00.0000000Z,39280.33,41718,38828.48,39321.24,28338.36599,648147
2022-03-16T06:00:00.0000000Z,2022-03-16T12:00:00.0000000Z,39321.24,40731.3,39257.89,40521.6,15789.97793,383393
2022-03-16T12:00:00.0000000Z,2022-03-16T18:00:00.0000000Z,40521.6,41194.6,40041.4,40426.71,18441.01256,477472
2022-03-16T18:00:00.0000000Z,2022-03-17T00:00:00.0000000Z,40426.7,41471.36,39311.53,41114,25551.40519,542825
2022-03-17T00:00:00.0000000Z,2022-03-17T06:00:00.0000000Z,41114.01,41478.82,40820,41062.31,8761.49817,222087
2022-03-17T06:00:00.0000000Z,2022-03-17T12:00:00.0000000Z,41062.3,41102.98,40500,40748.51,10274.42793,253306
2022-03-17T12:00:00.0000000Z,2022-03-17T18:00:00.0000000Z,40748.5,41233.27,40565.39,40776.38,12072.01493,294139
2022-03-17T18:00:00.0000000Z,2022-03-18T00:00:00.0000000Z,40776.38,41068.9,40639.77,40917.9,6081.43984,166252
2022-03-18T00:00:00.0000000Z,2022-03-18T06:00:00.0000000Z,40917.89,40933.11,40215.59,40757.01,8290.35577,207072
2022-03-18T06:00:00.0000000Z,2022-03-18T12:00:00.0000000Z,40757.01,40838,40135.04,40390.41,8381.40521,207842
2022-03-18T12:00:00.0000000Z,2022-03-18T18:00:00.0000000Z,40390.4,41698.47,40300,41661.86,17629.41315,370952
2022-03-18T18:00:00.0000000Z,2022-03-19T00:00:00.0000000Z,41661.87,42325.02,41594.45,41757.51,11106.83556,279188
2022-03-19T00:00:00.0000000Z,2022-03-19T06:00:00.0000000Z,41757.51,42000,41499.29,41737.21,6944.45468,187656
2022-03-19T06:00:00.0000000Z,2022-03-19T12:00:00.0000000Z,41737.2,41791.52,41535.22,41721.78,5590.93829,154514
2022-03-19T12:00:00.0000000Z,2022-03-19T18:00:00.0000000Z,41721.78,42163.5,41652.9,41889.42,8929.93063,241365
2022-03-19T18:00:00.0000000Z,2022-03-20T00:00:00.0000000Z,41889.41,42400,41715.43,42201.13,7445.54895,216355
2022-03-20T00:00:00.0000000Z,2022-03-20T06:00:00.0000000Z,42201.13,42296.26,41751.99,41897.05,6494.6846,161895
2022-03-20T06:00:00.0000000Z,2022-03-20T12:00:00.0000000Z,41897.05,42007.99,41575,41586.86,6161.27617,174767
2022-03-20T12:00:00.0000000Z,2022-03-20T18:00:00.0000000Z,41586.85,41699,40911,41033.01,10532.45075,272091
2022-03-20T18:00:00.0000000Z,2022-03-21T00:00:00.0000000Z,41033,41677.65,40938.67,41262.11,7464.92316,190942
2022-03-21T00:00:00.0000000Z,2022-03-21T06:00:00.0000000Z,41262.11,41451.51,40467.94,40945.18,9239.72262,217267
2022-03-21T06:00:00.0000000Z,2022-03-21T12:00:00.0000000Z,40945.19,41492.14,40764.77,41244.28,7928.34067,229828
2022-03-21T12:00:00.0000000Z,2022-03-21T18:00:00.0000000Z,41244.27,41544.22,40738.48,41056.4,14421.62816,320981
2022-03-21T18:00:00.0000000Z,2022-03-22T00:00:00.0000000Z,41056.4,41370,40863.54,41002.25,7828.42425,178885
2022-03-22T00:00:00.0000000Z,2022-03-22T06:00:00.0000000Z,41002.26,43361,40875.51,42850,21642.56154,470454
2022-03-22T06:00:00.0000000Z,2022-03-22T12:00:00.0000000Z,42850,43030.2,41995.01,42983,17625.2028,383268
2022-03-22T12:00:00.0000000Z,2022-03-22T18:00:00.0000000Z,42983,43199,42453.7,42616.99,12580.09284,309615
2022-03-22T18:00:00.0000000Z,2022-03-23T00:00:00.0000000Z,42616.98,42872.17,42258.68,42364.13,7590.40536,203392
2022-03-23T00:00:00.0000000Z,2022-03-23T06:00:00.0000000Z,42364.13,42529.99,41751.47,42021.36,9960.748,220937
2022-03-23T06:00:00.0000000Z,2022-03-23T12:00:00.0000000Z,42021.35,42345.32,41878.82,42039.78,7918.15586,193300
2022-03-23T12:00:00.0000000Z,2022-03-23T18:00:00.0000000Z,42039.77,42775.1,41881,42160.33,15221.31261,311053
2022-03-23T18:00:00.0000000Z,2022-03-24T00:00:00.0000000Z,42160.33,43025.96,42050.37,42882.76,7720.2456,191206
2022-03-24T00:00:00.0000000Z,2022-03-24T06:00:00.0000000Z,42882.76,43276.12,42650,43012.49,11411.50272,256823
2022-03-24T06:00:00.0000000Z,2022-03-24T12:00:00.0000000Z,43012.5,43478,42840.92,42968.42,12925.20123,293522
2022-03-24T12:00:00.0000000Z,2022-03-24T18:00:00.0000000Z,42968.42,44220.89,42560.46,43815.11,24408.05778,466779
2022-03-24T18:00:00.0000000Z,2022-03-25T00:00:00.0000000Z,43815.1,44100,43757.1,43991.46,7450.36201,185417
2022-03-25T00:00:00.0000000Z,2022-03-25T06:00:00.0000000Z,43991.46,44398.53,43854.38,44074.21,10478.759,220101
